time,u1,u2,u3,u4,u5,y1,y2
2440,0.60146531,0.50088821,0.57505584,0.71782195,0.8009618,0.088952136,0.17380895
2441,0.60318834,0.50809773,0.57729702,0.74943205,0.79610707,0.090638725,0.1654604
2442,0.60491165,0.52061852,0.57680502,0.75379754,0.7922078,0.092325314,0.15711187
2443,0.60663468,0.5213848,0.57631307,0.75816323,0.79229575,0.094011902,0.14876332
2444,0.60429785,0.51729242,0.57582107,0.73167837,0.79718566,0.095698491,0.14041478
2445,0.59732125,0.50471917,0.57305243,0.72764159,0.80194096,0.089509926,0.14127895
2446,0.5937181,0.49606424,0.56907846,0.7365318,0.80026994,0.073023129,0.15419049
2447,0.5939704,0.50889869,0.56864252,0.73911703,0.79437132,0.056536331,0.16710204
2448,0.59669374,0.52274307,0.57042589,0.78104978,0.78942841,0.065564826,0.17431558
2449,0.59674969,0.52173314,0.56910034,0.7510006,0.79109966,0.088881943,0.17407787
2450,0.59327537,0.51417528,0.56743587,0.7160415,0.79625928,0.087251573,0.17384016
2451,0.59500513,0.50350028,0.56670886,0.70766194,0.80167125,0.085621232,0.17360245
2452,0.59909593,0.50069659,0.56493098,0.70418065,0.80281457,0.083990861,0.17336474
2453,0.60318673,0.51464545,0.56552542,0.71016777,0.79858134,0.082360491,0.17312702
2454,0.60309313,0.52605183,0.56642599,0.70816074,0.79189705,0.080730121,0.17288931
2455,0.60441566,0.51250356,0.56767636,0.72954669,0.79382581,0.079099751,0.1726516
2456,0.61282131,0.50013928,0.57817704,0.73433176,0.80077394,0.077469381,0.17241389
2457,0.61361693,0.50877686,0.5886887,0.73331126,0.79659934,0.075839011,0.17217618
2458,0.60850081,0.51988714,0.58619334,0.72395644,0.79120496,0.074208641,0.17193847
2459,0.60656744,0.52129766,0.58411891,0.75278085,0.79467621,0.0725783,0.17170075
2460,0.60216302,0.51199849,0.58210453,0.76484576,0.79860456,0.070947929,0.17146304
2461,0.59932752,0.50012193,0.57820984,0.72585008,0.80419829,0.069317559,0.17122531
2462,0.59719806,0.50814997,0.57982517,0.75326839,0.80168884,0.067687189,0.1709876
2463,0.59236517,0.52253411,0.57608621,0.77259062,0.797514,0.066056819,0.17074989
2464,0.59007891,0.52192476,0.56978364,0.74129415,0.79253028,0.064426449,0.17051218
2465,0.58779265,0.50961273,0.57288025,0.73293711,0.79411334,0.062796079,0.17027447
2466,0.58550638,0.50022641,0.56620866,0.74143026,0.80009991,0.061165709,0.17036599
2467,0.58321985,0.50809752,0.55710188,0.72715406,0.798253,0.059535338,0.17088805
2468,0.5838834,0.51838949,0.55587744,0.71901254,0.79640586,0.057904997,0.17141012
2469,0.58454481,0.52034854,0.55413784,0.72649644,0.79455895,0.056274627,0.17193216
2470,0.58448859,0.51708345,0.54891074,0.7258161,0.79542084,0.054644257,0.17245423
2471,0.58801912,0.50729655,0.54673515,0.73624832,0.79937873,0.053013887,0.17297629
2472,0.58723453,0.497858,0.54563641,0.75223663,0.79886277,0.051383517,0.17349835
2473,0.58414673,0.50806283,0.54886149,0.75236127,0.79323386,0.049753147,0.1740204
2474,0.58406281,0.52199435,0.55610159,0.7247956,0.79105252,0.048122777,0.17454246
2475,0.58582242,0.5238577,0.55569024,0.69865855,0.79281171,0.046492421,0.17506453
2476,0.58778,0.50954314,0.55185705,0.69882863,0.79801824,0.044862051,0.17558659
2477,0.58755595,0.49500207,0.54676108,0.72471618,0.79641172,0.043231681,0.19437521
2478,0.58733163,0.50884666,0.54022206,0.7382439,0.78772808,0.041601311,0.21921681
2479,0.58289735,0.52334406,0.53751901,0.72913837,0.78500145,0.039970955,0.22073693
2480,0.5800059,0.52425828,0.53520132,0.71909175,0.78962189,0.038340585,0.22225703
2481,0.5843767,0.50572931,0.52919391,0.71219752,0.79976547,0.036710215,0.22377715
2482,0.58341297,0.50313459,0.51862492,0.72169991,0.80178265,0.035079845,0.22529725
2483,0.57960782,0.52707932,0.50538562,0.72623568,0.79826449,0.033449489,0.22681737
2484,0.5795239,0.52640018,0.50931859,0.74178751,0.79556742,0.049501356,0.21968881
2485,0.58128325,0.510971,0.51649852,0.73779034,0.79930814,0.070180258,0.20125043
2486,0.58135802,0.49658686,0.5119069,0.72383179,0.79907385,0.066672196,0.18281205
2487,0.57709912,0.507941,0.51214376,0.72095162,0.791299,0.063164164,0.16437366
2488,0.57284048,0.52504169,0.51602482,0.73588524,0.79224861,0.059656131,0.15859319
2489,0.57093508,0.5213499,0.51990588,0.74183838,0.7945824,0.05614807,0.16936533
2490,0.57171968,0.50738369,0.51908684,0.72715406,0.79827622,0.052640037,0.18013747
2491,0.572504,0.50109696,0.5114805,0.71809397,0.80004714,0.049132005,0.19090962
2492,0.57574673,0.51111017,0.50344237,0.72614481,0.79655244,0.045623958,0.20168176
2493,0.579465,0.52251655,0.49901745,0.72377489,0.79362083,0.042115911,0.2124539
2494,0.5805156,0.51607331,0.50134334,0.73074854,0.79227206,0.045670336,0.21500228
2495,0.58156621,0.50464959,0.5084358,0.73772218,0.79702149,0.058460284,0.20679649
2496,0.58261708,0.50031334,0.51122361,0.72485209,0.79848753,0.071250217,0.1985907
2497,0.5802746,0.51117997,0.51029711,0.71914845,0.7937381,0.074777145,0.19038493
2498,0.57656521,0.52392728,0.51222119,0.72485209,0.79088061,0.066190888,0.18217914
2499,0.5810592,0.51985224,0.50691348,0.75961839,0.79340178,0.057604631,0.17397336
2500,0.58823753,0.50505017,0.50314449,0.78200213,0.79592296,0.049018388,0.16576759
2501,0.59151576,0.49491493,0.5070009,0.76887129,0.79792443,0.052853878,0.1575618
2502,0.59304433,0.50769714,0.51250001,0.79136842,0.79432442,0.072933196,0.14835777
2503,0.59257363,0.52122807,0.52514615,0.77721706,0.78918802,0.093012515,0.13784838
2504,0.59210292,0.51901638,0.53352598,0.74270026,0.78883622,0.11309183,0.12733896
2505,0.59163222,0.50872462,0.54520734,0.69983788,0.79234242,0.12655007,0.11682956
2506,0.59116152,0.49808452,0.55279175,0.72365024,0.79262409,0.13135006,0.10632015
2507,0.58918458,0.50261217,0.55714293,0.77048145,0.79526253,0.13615001,0.095810752
2508,0.58548621,0.52314366,0.55415834,0.75070024,0.79849925,0.11982072,0.11300802
2509,0.58178784,0.517362,0.53852484,0.72425137,0.79631791,0.075860875,0.16643709
2510,0.58132144,0.51034411,0.52802964,0.7224484,0.7958254,0.051071403,0.19272224
2511,0.58454938,0.51105814,0.5188135,0.73230221,0.79699804,0.051350909,0.18351149
2512,0.58777704,0.50680904,0.52440823,0.71019049,0.79854616,0.051630416,0.17430076
2513,0.59100471,0.51034411,0.53490615,0.74550122,0.79873355,0.051909908,0.16509
2514,0.59423265,0.498189,0.5411049,0.79389153,0.80065691,0.052189415,0.15587927
2515,0.59971968,0.50101003,0.54343899,0.76268011,0.79501628,0.052468907,0.17305614
2516,0.60304283,0.51114528,0.53315148,0.74389085,0.79093549,0.052748413,0.19714708
2517,0.60094135,0.50754042,0.53120552,0.74850603,0.78941082,0.05302792,0.18515509
2518,0.59711388,0.49283405,0.53517129,0.7471339,0.79598957,0.081711749,0.14688771
2519,0.59131403,0.51177197,0.53742477,0.7407839,0.79256546,0.1179678,0.10750961
2520,0.59029973,0.52114093,0.54839142,0.74324449,0.79267099,0.11555293,0.1116115
2521,0.59475472,0.51957369,0.55700487,0.74755348,0.79844062,0.11313804,0.11571339
2522,0.59677793,0.52081014,0.56292896,0.71462413,0.79722084,0.11072317,0.11981527
2523,0.59602131,0.52183763,0.56999133,0.6848359,0.79288207,0.10830827,0.12391716
2524,0.59526469,0.51091876,0.57420313,0.69557432,0.79116978,0.1058934,0.12801904
2525,0.59450834,0.50067903,0.56961417,0.70657329,0.7968456,0.1034785,0.13212093
2526,0.5915943,0.50257728,0.55568343,0.75908562,0.80100847,0.076878983,0.17357785
2527,0.59060798,0.50666966,0.53260486,0.76991451,0.80423347,0.043609985,0.26388367
2528,0.59464256,0.51910352,0.50793565,0.72450066,0.80181783,0.04297644,0.31505696
2529,0.59867741,0.53252997,0.50146633,0.69265997,0.79461758,0.042342911,0.29507596
2530,0.60035849,0.53240794,0.50814473,0.66148835,0.78753459,0.041709381,0.24896595
2531,0.59934984,0.52587756,0.51013307,0.68344105,0.78779257,0.041075836,0.22317524
2532,0.59834119,0.50691352,0.51014127,0.72770974,0.79679869,0.040442307,0.22395595
2533,0.59813274,0.50141062,0.50272085,0.73221154,0.80167711,0.039808777,0.22473663
2534,0.59883879,0.50656517,0.50181346,0.70839897,0.80442109,0.039175232,0.22551734
2535,0.59954485,0.49092724,0.50514784,0.70895446,0.80138395,0.038541703,0.22629804
2536,0.6002509,0.5024381,0.5000014,0.73688322,0.7913105,0.037908173,0.22707874
2537,0.60095695,0.51267762,0.50045235,0.68916762,0.79726775,0.037274628,0.22785943
2538,0.59918926,0.50377883,0.49987293,0.72817456,0.80416897,0.036641099,0.22864013
2539,0.59459414,0.50247279,0.49859929,0.73943448,0.8068956,0.036007569,0.22942084
2540,0.58999902,0.50134083,0.49883707,0.70123253,0.80309601,0.035374024,0.23020152
2541,0.58354746,0.51788463,0.49458976,0.72488044,0.78929355,0.034740495,0.23098223
2542,0.58073993,0.53239059,0.48327459,0.71782175,0.78276171,0.034106965,0.23176293
2543,0.58452248,0.51703121,0.47118328,0.74223524,0.79262409,0.03347342,0.23254364
2544,0.58300951,0.49824124,0.46495173,0.73832331,0.80053965,0.032839891,0.23332432
2545,0.47306365,0.4487323,0.44588269,0.75673822,0.80001196,0.032206361,0.23410503
2546,0.35170866,0.38682439,0.42107681,0.77526673,0.79948427,0.031572816,0.2554799
2547,0.35346814,0.35263993,0.39967097,0.73832331,0.81020244,0.030939287,0.30378565
2548,0.35800718,0.34292283,0.37725381,0.76846316,0.81218444,0.030305757,0.33437928
2549,0.3659198,0.36858275,0.36561887,0.77587891,0.79540325,0.029672212,0.34181093
2550,0.37502021,0.36923577,0.36486455,0.78230833,0.78874241,0.029038683,0.30840225
2551,0.37820874,0.34654504,0.37474344,0.77031137,0.79339803,0.03885996,0.22158706
2552,0.37812468,0.34361931,0.38710399,0.75479935,0.79386709,0.062352909,0.16038855
2553,0.37804063,0.36195666,0.39417462,0.72954669,0.78562319,0.085845873,0.13268875
2554,0.37795658,0.34795555,0.39732319,0.72221016,0.78748769,0.09909825,0.11697052
2555,0.37587204,0.34879142,0.40689733,0.75313811,0.7903372,0.098959115,0.11692048
2556,0.37150111,0.35657559,0.42018034,0.74029636,0.78980952,0.098820009,0.11687043
2557,0.36974526,0.33954448,0.42410603,0.76607053,0.79248314,0.098680875,0.11682039
2558,0.37097809,0.316575,0.41846211,0.76144408,0.79881563,0.09854174,0.11677034
2559,0.37221093,0.31932645,0.41281823,0.75323441,0.80145431,0.098402606,0.1167203
2560,0.3729077,0.34260938,0.40768449,0.7761284,0.79757287,0.098263471,0.11667025
2561,0.37299175,0.36338452,0.40902644,0.74847206,0.79590748,0.098124336,0.11662021
2562,0.37319348,0.35021928,0.41214764,0.76072977,0.79776612,0.097985231,0.11657016
2563,0.37511838,0.32491648,0.41653162,0.74454847,0.79732638,0.097846096,0.11652012
2564,0.37885884,0.33653183,0.42263198,0.73161042,0.79380846,0.097706962,0.11647007
2565,0.3825993,0.35370231,0.42528307,0.73424109,0.79407793,0.097567827,0.11642003
2566,0.38633977,0.34097235,0.4280326,0.71918262,0.79748469,0.097428692,0.11636998
2567,0.39194353,0.34180821,0.42075156,0.73395762,0.79493419,0.097289558,0.11631994
2568,0.396774,0.33775072,0.42180653,0.71537262,0.79455895,0.097150452,0.11626989
2569,0.40048367,0.32808586,0.43398266,0.73172381,0.79416611,0.097011318,0.11621985
2570,0.40446808,0.34631852,0.43545031,0.74393628,0.7909118,0.096872183,0.1161698
2571,0.405897,0.35796876,0.43574276,0.71828677,0.79040756,0.096733048,0.11611976
2572,0.40461938,0.35702842,0.4478287,0.74927704,0.78812115,0.10187678,0.11534324
2573,0.40024845,0.36408121,0.46401702,0.7409767,0.78513068,0.11392882,0.11361669
2574,0.39587752,0.35922256,0.46546284,0.71747032,0.79097043,0.1259809,0.11189014
2575,0.39150659,0.35171714,0.4704289,0.7260089,0.79472312,0.13803297,0.1101636
2576,0.38713565,0.35065476,0.48228931,0.73115706,0.79190854,0.13429462,0.10843705
2577,0.38276472,0.34701521,0.48263778,0.74442965,0.79306172,0.10990725,0.1067105
2578,0.37839379,0.33214334,0.47186104,0.73515967,0.79874926,0.085519916,0.12117533
2579,0.37865147,0.31128107,0.46042293,0.73410519,0.8044368,0.072217726,0.15681348
2580,0.3798843,0.30259123,0.4537678,0.71545183,0.80558224,0.073411564,0.1766393
2581,0.37901014,0.31800286,0.44387656,0.71778777,0.80457353,0.074605403,0.17578745
2582,0.38136365,0.32219993,0.44715904,0.76769196,0.8026035,0.075799241,0.17493558
2583,0.38371729,0.3339371,0.44685018,0.75306433,0.7929407,0.076993051,0.17408374
2584,0.38607079,0.354068,0.44323975,0.72953523,0.78873069,0.078186889,0.17323189
2585,0.38536474,0.35500835,0.44466096,0.72317397,0.79016154,0.079380728,0.17238004
2586,0.38365287,0.33893493,0.44337641,0.72529439,0.79142776,0.080574566,0.17152819
2587,0.38478753,0.33883045,0.44894107,0.73992222,0.79258891,0.081768376,0.17067635
2588,0.38592232,0.35751614,0.45511245,0.72308893,0.78783948,0.082962214,0.1698245
2589,0.38705711,0.35614032,0.4564462,0.73405975,0.78661993,0.084156053,0.16897265
2590,0.38795656,0.34515186,0.45708301,0.72443271,0.79279975,0.085349891,0.16812079
2591,0.38858689,0.35006276,0.45603076,0.73388966,0.79420715,0.08654373,0.16726894
2592,0.38921736,0.34595283,0.45607175,0.74181566,0.79438305,0.087737539,0.16641709
2593,0.38984783,0.323889,0.45944175,0.72930845,0.79743215,0.088931378,0.16556524
2594,0.39167469,0.3278071,0.46127841,0.75907416,0.79759609,0.090125216,0.1647134
2595,0.39298593,0.34165169,0.45701476,0.72613375,0.79487556,0.091319055,0.16386155
2596,0.39214539,0.3485998,0.45753402,0.70614245,0.79288184,0.092512864,0.1630097
2597,0.39326607,0.34657993,0.46351959,0.73213193,0.79241301,0.093706703,0.16215786
2598,0.3932549,0.35683701,0.46609966,0.71650651,0.7849196,0.094900541,0.16130599
2599,0.39221264,0.33769848,0.46760015,0.74179314,0.79195568,0.09609438,0.16045414
2600,0.39039708,0.32392369,0.47231481,0.73548858,0.79726798,0.097288218,0.1596023
2601,0.38400872,0.32618762,0.47249519,0.71524797,0.79567296,0.098482028,0.15875045
2602,0.3803663,0.34133804,0.46577169,0.72629238,0.79842866,0.077570668,0.1578986
2603,0.37711604,0.33829048,0.46021795,0.75583131,0.80537093,0.050824766,0.15717192
2604,0.3751473,0.33235231,0.45825011,0.80388708,0.80558201,0.054250319,0.15660892
2605,0.37822931,0.35939662,0.45762149,0.75520747,0.79540325,0.057675901,0.15604591
2606,0.38131133,0.34954014,0.46011137,0.71854772,0.79632963,0.061101454,0.15548291
2607,0.38449811,0.32516014,0.45915473,0.73648636,0.79883909,0.064527008,0.1549199
2608,0.38780432,0.331795,0.45740826,0.72889671,0.79582563,0.067952561,0.1543569
2609,0.39111052,0.35131656,0.45600616,0.72935027,0.79315178,0.071378143,0.15379389
2610,0.39703181,0.33602676,0.45452755,0.72980383,0.79805342,0.074803697,0.15323089
2611,0.40594178,0.32369738,0.46738692,0.74552373,0.79789511,0.07822925,0.14902462
2612,0.41069371,0.33964897,0.47921049,0.74130561,0.78830854,0.081654803,0.14005409
2613,0.40881091,0.35591401,0.48718574,0.73444535,0.78323663,0.10351728,0.13108356
2614,0.40477619,0.35852607,0.496656,0.71632517,0.78332458,0.12937443,0.12211304
2615,0.40074148,0.35742023,0.50214686,0.70505399,0.78550569,0.12892721,0.11314251
2616,0.39372561,0.35206528,0.50110828,0.72185873,0.79295219,0.12847999,0.10417198
2617,0.38667611,0.3327529,0.49690197,0.7128099,0.80187623,0.11927361,0.10903039
2618,0.38560023,0.32503831,0.50194459,0.73361745,0.80110252,0.098612952,0.13197281
2619,0.38466999,0.34783373,0.49334621,0.73182594,0.79496937,0.077952262,0.15491521
2620,0.38545444,0.34440314,0.48057974,0.73773364,0.79555569,0.0572916,0.17785762
2621,0.38916976,0.33128993,0.47480191,0.74572779,0.79942564,0.045729612,0.19065618
2622,0.39059867,0.32845155,0.47435644,0.74076118,0.79935528,0.046065904,0.19018968
2623,0.38885035,0.32068472,0.47677253,0.73927586,0.79978892,0.046402197,0.1897232
2624,0.38347077,0.32383676,0.4743236,0.730261,0.80134877,0.04673849,0.1892567
2625,0.38232764,0.32294865,0.47699933,0.71243576,0.80430383,0.047074783,0.18879022
2626,0.38602601,0.32975759,0.47385896,0.71438609,0.80459699,0.047411091,0.18832373
2627,0.38595877,0.3480078,0.47048358,0.7225843,0.79648794,0.047747384,0.18785725
2628,0.3842945,0.35774245,0.46943266,0.72577087,0.79217825,0.048083677,0.18739075
2629,0.38572342,0.34233083,0.46928917,0.75961859,0.79537979,0.04841997,0.18692427
2630,0.3827198,0.335487,0.47103021,0.75750943,0.79518045,0.048756263,0.18645777
2631,0.37855342,0.35222221,0.47626413,0.73383297,0.7873587,0.049092556,0.18599129
2632,0.37884755,0.34513452,0.47447672,0.74818838,0.79041929,0.049428849,0.18552479
2633,0.3791418,0.3464579,0.47142925,0.73319807,0.79223712,0.049765142,0.18505831
2634,0.37943592,0.338517,0.47730824,0.72891179,0.79331571,0.050101434,0.18459181
2635,0.37825917,0.3272151,0.4718802,0.7521743,0.79793615,0.050437742,0.18412533
2636,0.37901014,0.34471659,0.46573341,0.72232355,0.79521563,0.050774035,0.18365883
2637,0.38064267,0.33707159,0.47137729,0.75363127,0.79376155,0.051110328,0.18319235
2638,0.37856929,0.33252659,0.46731861,0.75069441,0.79425406,0.051446621,0.18272586
2639,0.37649592,0.34598773,0.45887325,0.6840649,0.79493419,0.051782914,0.18225938
2640,0.37617464,0.35126431,0.46306859,0.70090362,0.79570813,0.052119207,0.18179288
2641,0.37785571,0.35589645,0.4682178,0.7157922,0.79301106,0.0524555,0.1813264
2642,0.38228272,0.35375456,0.46813309,0.7140799,0.79406644,0.052791793,0.1808599
2643,0.38608209,0.35453818,0.4688765,0.70996371,0.79200259,0.0531281,0.18039342
2644,0.38557777,0.35251811,0.46240174,0.70885253,0.79149038,0.053464393,0.17992692
2645,0.38507344,0.33985793,0.45374591,0.7232761,0.79682613,0.053800686,0.17946044
2646,0.38723652,0.32601355,0.45428434,0.71989694,0.80216165,0.054136979,0.17899394
2647,0.38975437,0.3213812,0.45828014,0.72287341,0.80057483,0.054473272,0.17852746
2648,0.3891941,0.32083288,0.46033003,0.74285888,0.79567296,0.054809565,0.17806097
2649,0.38863369,0.32383676,0.46142328,0.7245461,0.79947231,0.055145858,0.17759449
2650,0.38807329,0.32336658,0.46142328,0.70985032,0.80368233,0.055482151,0.17712799
2651,0.38751289,0.32282662,0.4577308,0.71263982,0.80385822,0.055818444,0.17666151
2652,0.38695248,0.32576969,0.45521361,0.69677616,0.80099698,0.056154737,0.17619501
2653,0.3895564,0.33832538,0.45495939,0.73820992,0.79285862,0.05649103,0.17572853
2654,0.39577665,0.35265728,0.44366338,0.73847068,0.79201408,0.056827323,0.17526203
2655,0.39944705,0.35708066,0.43209676,0.71195948,0.79685732,0.057163616,0.17479555
2656,0.40020353,0.35765532,0.43038586,0.71654049,0.79811205,0.057499938,0.17432905
2657,0.4029605,0.34807738,0.43609261,0.71586015,0.80008232,0.057836231,0.17386257
2658,0.40537573,0.33733279,0.44220117,0.736339,0.80008232,0.058172524,0.17339607
2659,0.40478735,0.33740238,0.43767238,0.72083803,0.79761977,0.058508817,0.17292959
2660,0.40419898,0.348269,0.44056678,0.70393115,0.79776026,0.05884511,0.1724631
2661,0.4036106,0.34983624,0.44817578,0.7305105,0.79325731,0.059181403,0.17199662
2662,0.40302222,0.33337979,0.44830973,0.74531967,0.79122865,0.059517695,0.17153012
2663,0.40243385,0.32333169,0.44385473,0.7263151,0.80043411,0.059853988,0.17111759
2664,0.4012571,0.3277722,0.44075807,0.70480449,0.79822955,0.060190281,0.17077562
2665,0.39940778,0.33379772,0.44883448,0.70462295,0.79385536,0.060526574,0.17043365
2666,0.39755859,0.33249169,0.45629866,0.72892305,0.79652898,0.060862867,0.17009168
2667,0.39668215,0.32646638,0.45703659,0.73420711,0.799496,0.06119916,0.16974971
2668,0.3969175,0.34100724,0.45356553,0.72751714,0.79615397,0.061535453,0.16940772
2669,0.39715285,0.35675844,0.4518163,0.72663255,0.79213158,0.061871746,0.16906575
2670,0.3973882,0.355583,0.45056455,0.73466067,0.78849639,0.062208039,0.16872378
2671,0.39762368,0.34910486,0.44472384,0.73086213,0.79277653,0.062732902,0.16838181
2672,0.39586636,0.34522145,0.44246903,0.73395762,0.79786603,0.063504329,0.16803984
2673,0.39183164,0.34111173,0.44979383,0.71846831,0.79575903,0.064275756,0.16769787
2674,0.38779692,0.32617027,0.45142822,0.74092001,0.79968737,0.065047154,0.1673559
2675,0.38234997,0.32132917,0.44592097,0.74991194,0.80361572,0.065818581,0.16701393
2676,0.38019254,0.32146855,0.43153102,0.74201992,0.80595725,0.066590008,0.16667196
2677,0.38363875,0.33019286,0.42017486,0.73518238,0.800739,0.067361435,0.16632997
2678,0.38708509,0.3480078,0.4173543,0.72262974,0.79642345,0.068132862,0.165988
2679,0.39053143,0.35230037,0.42363776,0.70655057,0.79580195,0.06890429,0.16564603
2680,0.39099648,0.35164735,0.42951398,0.72580464,0.79350357,0.069675687,0.16530406
2681,0.3880546,0.35166469,0.42928984,0.73027246,0.79323386,0.070447115,0.16496209
2682,0.38891759,0.3394051,0.42571768,0.71495304,0.79590748,0.071218542,0.16462012
2683,0.38957886,0.32820769,0.42477472,0.74189507,0.79725625,0.071989969,0.16427815
2684,0.38503982,0.33721097,0.42654851,0.72185853,0.79186774,0.072761396,0.16393618
2685,0.3834034,0.34454231,0.41847758,0.70153852,0.78896521,0.073532823,0.1635942
2686,0.38210332,0.35095087,0.41359894,0.71346189,0.78749941,0.074304221,0.16325222
2687,0.37986749,0.35262259,0.40872035,0.75300763,0.78972743,0.075075648,0.16291025
2688,0.38045586,0.33853435,0.40589836,0.77870238,0.79430097,0.075847075,0.16256827
2689,0.38104424,0.33886535,0.40542691,0.76316764,0.79370292,0.076618502,0.1622263
2690,0.38163275,0.35109025,0.41518143,0.74709993,0.78719453,0.077389929,0.15905611
2691,0.38398626,0.35500835,0.42801349,0.7567724,0.78232807,0.078161356,0.15218746
2692,0.38600368,0.36178259,0.43100627,0.73776762,0.78352393,0.078932754,0.14531882
2693,0.38744941,0.36038942,0.43188497,0.70395387,0.78679583,0.079704182,0.13845017
2694,0.38966856,0.35728963,0.43034758,0.71953405,0.78697173,0.080475609,0.13158152
2695,0.39000478,0.35781204,0.43683607,0.7360895,0.78854306,0.085318186,0.12471287
2696,0.38630063,0.35833445,0.44537977,0.72902498,0.78826163,0.095484534,0.11784422
2697,0.37797903,0.35264014,0.4475116,0.73746143,0.7941368,0.10565091,0.11097557
2698,0.3736978,0.33825579,0.45161132,0.75215721,0.80079763,0.10323403,0.11788301
2699,0.37113127,0.34290528,0.44947401,0.76387451,0.79319868,0.084362149,0.14280532
2700,0.36865996,0.35882197,0.43707107,0.74232993,0.79213135,0.065490265,0.16772761
2701,0.37008887,0.35929235,0.42967248,0.72078535,0.79371464,0.055249066,0.18134786
2702,0.36995667,0.36350656,0.43096251,0.70492914,0.78915284,0.056294075,0.18018849
2703,0.36804011,0.34758987,0.4294511,0.72287924,0.79321041,0.057339142,0.17902913
2704,0.36612368,0.3382209,0.42621234,0.75028629,0.79631814,0.058384152,0.17786975
2705,0.36420726,0.35680211,0.42297363,0.73497832,0.79051334,0.059429219,0.17671038
2706,0.3622907,0.36117304,0.41946701,0.71759517,0.78844339,0.060474228,0.175551
2707,0.36197465,0.36361104,0.41921279,0.73751812,0.79064233,0.061519295,0.17439164
2708,0.36560591,0.34415928,0.42168631,0.74040975,0.79723257,0.062564304,0.17323227
2709,0.36867677,0.32378452,0.42452327,0.72295845,0.79767817,0.063609371,0.17207289
2710,0.36834055,0.32737183,0.42678905,0.76097906,0.79336848,0.06465438,0.17091353
2711,0.36800434,0.3367059,0.42378535,0.7815146,0.79820586,0.065699448,0.16975414
2712,0.36766812,0.35462532,0.4197485,0.74018298,0.79471139,0.066744457,0.16859478
2713,0.36874414,0.35192611,0.41864976,0.74036432,0.79211962,0.067789524,0.16743542
2714,0.37143387,0.32611803,0.41657262,0.74957177,0.79930814,0.068834533,0.16627603
2715,0.36980874,0.3180551,0.41479058,0.74400424,0.80110252,0.0698796,0.16511667
2716,0.36656305,0.33613124,0.42007647,0.749345,0.79508663,0.070924609,0.16395729
2717,0.36710099,0.35641887,0.42471185,0.72204008,0.78876587,0.071969677,0.16279792
2718,0.36763894,0.34823411,0.42681093,0.73039711,0.79141603,0.073014686,0.16163856
2719,0.36817688,0.34591814,0.43001141,0.74404967,0.79087685,0.074059753,0.16047918
2720,0.36871496,0.35728963,0.42038803,0.72430424,0.78745837,0.072952149,0.15931981
2721,0.36798201,0.35925745,0.41280634,0.7247578,0.790185,0.069029537,0.15816045
2722,0.36932687,0.34492535,0.42125171,0.72521136,0.79631791,0.065106954,0.15700107
2723,0.37152908,0.32641393,0.42290527,0.73458126,0.80199372,0.06118437,0.1558417
2724,0.37010017,0.34485576,0.41400347,0.75414153,0.79793639,0.057261787,0.15468232
2725,0.37027944,0.36312332,0.40449216,0.75623943,0.79377328,0.053339189,0.15352296
2726,0.37629796,0.36397673,0.40013283,0.72496568,0.79328663,0.049416606,0.15236358
2727,0.38178956,0.35993659,0.40621813,0.71189716,0.79003232,0.049844811,0.15120421
2728,0.38506228,0.34755497,0.4213665,0.73715544,0.79313982,0.055962528,0.15085394
2729,0.38779127,0.3321609,0.43093791,0.73411644,0.79284689,0.06208023,0.15156171
2730,0.38518547,0.33527804,0.43413568,0.72913837,0.78868964,0.068197932,0.15226949
2731,0.38716914,0.33541721,0.4344637,0.74580721,0.79405471,0.074315634,0.15297727
2732,0.39227988,0.33435504,0.43438165,0.75766806,0.79322214,0.080433365,0.15368504
2733,0.3949696,0.33416341,0.43875605,0.75304161,0.79474657,0.086551067,0.15439282
2734,0.39444282,0.31847324,0.4444751,0.72384305,0.79950773,0.092668768,0.1551006
2735,0.39345663,0.32319231,0.45223174,0.73620289,0.79563778,0.09878647,0.15580837
2736,0.39328288,0.32791158,0.45730444,0.75152231,0.79271204,0.1049042,0.15651615
2737,0.38983654,0.33317083,0.46087665,0.73692283,0.79086489,0.10735118,0.15722391
2738,0.38807692,0.33438972,0.46473717,0.73343611,0.79308118,0.10499798,0.1579317
2739,0.38824503,0.33592228,0.46340475,0.74864194,0.79674006,0.10264477,0.15863948
2740,0.38711871,0.35055028,0.45848512,0.7731461,0.79674006,0.10029156,0.15934725
2741,0.38451304,0.35969273,0.45427747,0.74996884,0.79674006,0.097938358,0.16005503
2742,0.38430001,0.35159511,0.45556889,0.76258943,0.79903843,0.095585151,0.1607628
2743,0.38682176,0.32815545,0.46127021,0.7885564,0.80207581,0.093231945,0.16147058
2744,0.38787237,0.32637924,0.4687016,0.71917116,0.7980302,0.090878768,0.16217836
2745,0.38724203,0.33266576,0.46806479,0.69885115,0.7952508,0.088525561,0.16288613
2746,0.3866117,0.32068472,0.46913067,0.72405837,0.79690423,0.086172355,0.16359391
2747,0.38598123,0.32831217,0.47429628,0.71742489,0.79691595,0.083819148,0.16430168
2748,0.38701798,0.33682793,0.46779693,0.74682771,0.79955463,0.081465942,0.16500946
2749,0.38995986,0.33247435,0.46577984,0.76145534,0.80055138,0.079112736,0.16712718
2750,0.38964611,0.34274876,0.47102201,0.71212956,0.79733248,0.076759529,0.17108869
